,unique_id,indicator_id,name,measure,measure_info,geo_type_name,geo_join_id,geo_place_name,time_period,start_date,data_value,message
1003,743609,386,Ozone (O3),Mean,ppb,CD,317.0,East Flatbush (CD17),Summer 2021,2021-06-01T00:00:00.000,31.0,
1004,743647,386,Ozone (O3),Mean,ppb,CD,103.0,Lower East Side and Chinatown (CD3),Summer 2021,2021-06-01T00:00:00.000,28.4,
1005,741119,375,Nitrogen dioxide (NO2),Mean,ppb,UHF34,105106107.0,South Bronx,Summer 2021,2021-06-01T00:00:00.000,14.5,
1006,742496,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,311.0,Bensonhurst (CD11),Summer 2021,2021-06-01T00:00:00.000,8.2,
1007,741017,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,504.0,South Beach - Tottenville,Summer 2021,2021-06-01T00:00:00.000,5.4,
1008,740978,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,401.0,Long Island City - Astoria,Summer 2021,2021-06-01T00:00:00.000,15.5,
1009,741161,375,Nitrogen dioxide (NO2),Mean,ppb,CD,201.0,Mott Haven and Melrose (CD1),Summer 2021,2021-06-01T00:00:00.000,15.3,
1010,742313,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF34,205.0,Sunset Park,Summer 2021,2021-06-01T00:00:00.000,9.0,
1011,741203,375,Nitrogen dioxide (NO2),Mean,ppb,CD,303.0,Bedford Stuyvesant (CD3),Summer 2021,2021-06-01T00:00:00.000,13.1,
1012,742385,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF34,503504.0,Southern SI,Summer 2021,2021-06-01T00:00:00.000,7.7,
1013,740987,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,404.0,Bayside - Little Neck,Summer 2021,2021-06-01T00:00:00.000,10.0,
1014,742157,365,Fine particles (PM 2.5),Mean,mcg/m3,Borough,4.0,Queens,Summer 2021,2021-06-01T00:00:00.000,8.1,
1015,741200,375,Nitrogen dioxide (NO2),Mean,ppb,CD,302.0,Fort Greene and Brooklyn Heights (CD2),Summer 2021,2021-06-01T00:00:00.000,14.5,
1016,741287,375,Nitrogen dioxide (NO2),Mean,ppb,CD,413.0,Queens Village (CD13),Summer 2021,2021-06-01T00:00:00.000,10.4,
1017,741152,375,Nitrogen dioxide (NO2),Mean,ppb,CD,110.0,Central Harlem (CD10),Summer 2021,2021-06-01T00:00:00.000,14.5,
1018,740900,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,103.0,Fordham - Bronx Pk,Summer 2021,2021-06-01T00:00:00.000,12.1,
1019,741257,375,Nitrogen dioxide (NO2),Mean,ppb,CD,403.0,Jackson Heights (CD3),Summer 2021,2021-06-01T00:00:00.000,12.7,
1020,742487,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,308.0,Crown Heights and Prospect Heights (CD8),Summer 2021,2021-06-01T00:00:00.000,8.6,
1021,741248,375,Nitrogen dioxide (NO2),Mean,ppb,CD,318.0,Flatlands and Canarsie (CD18),Summer 2021,2021-06-01T00:00:00.000,8.1,
1022,740930,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,206.0,Borough Park,Summer 2021,2021-06-01T00:00:00.000,11.4,
1023,741008,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,501.0,Port Richmond,Summer 2021,2021-06-01T00:00:00.000,11.8,
1024,741260,375,Nitrogen dioxide (NO2),Mean,ppb,CD,404.0,Elmhurst and Corona (CD4),Summer 2021,2021-06-01T00:00:00.000,13.1,
1025,742268,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,408.0,Jamaica,Summer 2021,2021-06-01T00:00:00.000,8.0,
1026,742265,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,407.0,Southwest Queens,Summer 2021,2021-06-01T00:00:00.000,7.9,
1027,741245,375,Nitrogen dioxide (NO2),Mean,ppb,CD,317.0,East Flatbush (CD17),Summer 2021,2021-06-01T00:00:00.000,10.9,
1028,742349,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF34,402.0,West Queens,Summer 2021,2021-06-01T00:00:00.000,9.0,
1029,742472,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,303.0,Bedford Stuyvesant (CD3),Summer 2021,2021-06-01T00:00:00.000,8.8,
1030,740921,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,203.0,Bedford Stuyvesant - Crown Heights,Summer 2021,2021-06-01T00:00:00.000,11.9,
1031,740906,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,105.0,Crotona -Tremont,Summer 2021,2021-06-01T00:00:00.000,13.8,
1032,742433,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,202.0,Hunts Point and Longwood (CD2),Summer 2021,2021-06-01T00:00:00.000,9.3,
1033,742529,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,404.0,Elmhurst and Corona (CD4),Summer 2021,2021-06-01T00:00:00.000,8.5,
1034,741173,375,Nitrogen dioxide (NO2),Mean,ppb,CD,205.0,Fordham and University Heights (CD5),Summer 2021,2021-06-01T00:00:00.000,14.3,
1035,741005,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,410.0,Rockaways,Summer 2021,2021-06-01T00:00:00.000,4.9,
1036,742514,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,317.0,East Flatbush (CD17),Summer 2021,2021-06-01T00:00:00.000,8.3,
1037,743658,386,Ozone (O3),Mean,ppb,UHF34,410.0,Rockaways,Summer 2021,2021-06-01T00:00:00.000,34.8,
1038,742436,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,203.0,Morrisania and Crotona (CD3),Summer 2021,2021-06-01T00:00:00.000,8.7,
1039,742517,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,318.0,Flatlands and Canarsie (CD18),Summer 2021,2021-06-01T00:00:00.000,8.0,
1040,742475,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,304.0,Bushwick (CD4),Summer 2021,2021-06-01T00:00:00.000,8.8,
1041,741086,375,Nitrogen dioxide (NO2),Mean,ppb,UHF34,405.0,Ridgewood - Forest Hills,Summer 2021,2021-06-01T00:00:00.000,11.3,
1042,741191,375,Nitrogen dioxide (NO2),Mean,ppb,CD,211.0,Morris Park and Bronxdale (CD11),Summer 2021,2021-06-01T00:00:00.000,12.6,
1043,742400,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,103.0,Lower East Side and Chinatown (CD3),Summer 2021,2021-06-01T00:00:00.000,9.6,
1044,741227,375,Nitrogen dioxide (NO2),Mean,ppb,CD,311.0,Bensonhurst (CD11),Summer 2021,2021-06-01T00:00:00.000,10.9,
1045,743622,386,Ozone (O3),Mean,ppb,CD,304.0,Bushwick (CD4),Summer 2021,2021-06-01T00:00:00.000,30.4,
1046,740927,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,205.0,Sunset Park,Summer 2021,2021-06-01T00:00:00.000,13.7,
1047,741299,375,Nitrogen dioxide (NO2),Mean,ppb,CD,503.0,Tottenville and Great Kills (CD3),Summer 2021,2021-06-01T00:00:00.000,5.1,
1048,742526,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,403.0,Jackson Heights (CD3),Summer 2021,2021-06-01T00:00:00.000,8.5,
1049,743671,386,Ozone (O3),Mean,ppb,UHF34,210.0,Coney Island - Sheepshead Bay,Summer 2021,2021-06-01T00:00:00.000,32.0,
1050,740990,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,405.0,Ridgewood - Forest Hills,Summer 2021,2021-06-01T00:00:00.000,11.3,
1051,743664,386,Ozone (O3),Mean,ppb,UHF34,402.0,West Queens,Summer 2021,2021-06-01T00:00:00.000,29.2,
1052,743611,386,Ozone (O3),Mean,ppb,CD,315.0,Sheepshead Bay (CD15),Summer 2021,2021-06-01T00:00:00.000,31.8,
1053,743595,386,Ozone (O3),Mean,ppb,CD,413.0,Queens Village (CD13),Summer 2021,2021-06-01T00:00:00.000,31.3,
1054,743668,386,Ozone (O3),Mean,ppb,UHF34,302.0,Central Harlem - Morningside Heights,Summer 2021,2021-06-01T00:00:00.000,28.5,
1055,743684,386,Ozone (O3),Mean,ppb,UHF34,101.0,Kingsbridge - Riverdale,Summer 2021,2021-06-01T00:00:00.000,29.0,
1056,742232,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,306.0,Chelsea - Clinton,Summer 2021,2021-06-01T00:00:00.000,10.4,
1057,743680,386,Ozone (O3),Mean,ppb,UHF34,201.0,Greenpoint,Summer 2021,2021-06-01T00:00:00.000,27.8,
1058,743662,386,Ozone (O3),Mean,ppb,UHF34,405.0,Ridgewood - Forest Hills,Summer 2021,2021-06-01T00:00:00.000,30.5,
1059,743686,386,Ozone (O3),Mean,ppb,UHF42,503.0,Willowbrook,Summer 2021,2021-06-01T00:00:00.000,29.1,
1060,743724,386,Ozone (O3),Mean,ppb,UHF42,103.0,Fordham - Bronx Pk,Summer 2021,2021-06-01T00:00:00.000,30.0,
1061,743688,386,Ozone (O3),Mean,ppb,UHF42,501.0,Port Richmond,Summer 2021,2021-06-01T00:00:00.000,28.6,
1062,743698,386,Ozone (O3),Mean,ppb,UHF42,401.0,Long Island City - Astoria,Summer 2021,2021-06-01T00:00:00.000,29.2,
1063,743604,386,Ozone (O3),Mean,ppb,CD,404.0,Elmhurst and Corona (CD4),Summer 2021,2021-06-01T00:00:00.000,30.3,
1064,743605,386,Ozone (O3),Mean,ppb,CD,403.0,Jackson Heights (CD3),Summer 2021,2021-06-01T00:00:00.000,30.4,
1065,741272,375,Nitrogen dioxide (NO2),Mean,ppb,CD,408.0,Hillcrest and Fresh Meadows (CD8),Summer 2021,2021-06-01T00:00:00.000,10.2,
1066,740915,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,201.0,Greenpoint,Summer 2021,2021-06-01T00:00:00.000,17.2,
1067,741293,375,Nitrogen dioxide (NO2),Mean,ppb,CD,501.0,St. George and Stapleton (CD1),Summer 2021,2021-06-01T00:00:00.000,11.2,
1068,741125,375,Nitrogen dioxide (NO2),Mean,ppb,CD,101.0,Financial District (CD1),Summer 2021,2021-06-01T00:00:00.000,18.0,
1069,741236,375,Nitrogen dioxide (NO2),Mean,ppb,CD,314.0,Flatbush and Midwood (CD14),Summer 2021,2021-06-01T00:00:00.000,10.5,
1070,741188,375,Nitrogen dioxide (NO2),Mean,ppb,CD,210.0,Throgs Neck and Co-op City (CD10),Summer 2021,2021-06-01T00:00:00.000,11.8,
1071,742355,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF34,405.0,Ridgewood - Forest Hills,Summer 2021,2021-06-01T00:00:00.000,8.3,
1072,742304,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF34,202.0,Downtown - Heights - Slope,Summer 2021,2021-06-01T00:00:00.000,9.1,
1073,742229,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,305.0,Upper East Side,Summer 2021,2021-06-01T00:00:00.000,8.9,
1074,740909,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,106.0,High Bridge - Morrisania,Summer 2021,2021-06-01T00:00:00.000,14.2,
1075,741212,375,Nitrogen dioxide (NO2),Mean,ppb,CD,306.0,Park Slope and Carroll Gardens (CD6),Summer 2021,2021-06-01T00:00:00.000,14.4,
1076,741167,375,Nitrogen dioxide (NO2),Mean,ppb,CD,203.0,Morrisania and Crotona (CD3),Summer 2021,2021-06-01T00:00:00.000,13.4,
1077,741206,375,Nitrogen dioxide (NO2),Mean,ppb,CD,304.0,Bushwick (CD4),Summer 2021,2021-06-01T00:00:00.000,12.7,
1078,743708,386,Ozone (O3),Mean,ppb,UHF42,301.0,Washington Heights,Summer 2021,2021-06-01T00:00:00.000,27.9,
1079,741074,375,Nitrogen dioxide (NO2),Mean,ppb,UHF34,304.0,Upper West Side,Summer 2021,2021-06-01T00:00:00.000,15.7,
1080,742382,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF34,501502.0,Northern SI,Summer 2021,2021-06-01T00:00:00.000,8.2,
1081,741029,375,Nitrogen dioxide (NO2),Mean,ppb,UHF34,104.0,Pelham - Throgs Neck,Summer 2021,2021-06-01T00:00:00.000,12.3,
1082,741284,375,Nitrogen dioxide (NO2),Mean,ppb,CD,412.0,Jamaica and Hollis (CD12),Summer 2021,2021-06-01T00:00:00.000,10.5,
1083,740942,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,210.0,Coney Island - Sheepshead Bay,Summer 2021,2021-06-01T00:00:00.000,8.5,
1084,741122,375,Nitrogen dioxide (NO2),Mean,ppb,Citywide,1.0,New York City,Summer 2021,2021-06-01T00:00:00.000,11.1,
1085,742490,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,309.0,South Crown Heights and Lefferts Gardens (CD9),Summer 2021,2021-06-01T00:00:00.000,8.4,
1086,742316,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF34,206.0,Borough Park,Summer 2021,2021-06-01T00:00:00.000,8.3,
1087,741089,375,Nitrogen dioxide (NO2),Mean,ppb,UHF34,407.0,Southwest Queens,Summer 2021,2021-06-01T00:00:00.000,9.8,
1088,743651,386,Ozone (O3),Mean,ppb,UHF34,105106107.0,South Bronx,Summer 2021,2021-06-01T00:00:00.000,29.2,
1089,742280,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,502.0,Stapleton - St. George,Summer 2021,2021-06-01T00:00:00.000,8.1,
1090,742211,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,210.0,Coney Island - Sheepshead Bay,Summer 2021,2021-06-01T00:00:00.000,8.0,
1091,743592,386,Ozone (O3),Mean,ppb,CD,502.0,South Beach and Willowbrook (CD2),Summer 2021,2021-06-01T00:00:00.000,29.4,
1092,741071,375,Nitrogen dioxide (NO2),Mean,ppb,UHF34,303.0,East Harlem,Summer 2021,2021-06-01T00:00:00.000,14.5,
1093,741038,375,Nitrogen dioxide (NO2),Mean,ppb,UHF34,203.0,Bedford Stuyvesant - Crown Heights,Summer 2021,2021-06-01T00:00:00.000,11.9,
1094,743597,386,Ozone (O3),Mean,ppb,CD,411.0,Bayside and Little Neck (CD11),Summer 2021,2021-06-01T00:00:00.000,30.3,
1095,741176,375,Nitrogen dioxide (NO2),Mean,ppb,CD,206.0,Belmont and East Tremont (CD6),Summer 2021,2021-06-01T00:00:00.000,13.5,
1096,743689,386,Ozone (O3),Mean,ppb,UHF42,410.0,Rockaways,Summer 2021,2021-06-01T00:00:00.000,34.8,
1097,742544,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,409.0,Kew Gardens and Woodhaven (CD9),Summer 2021,2021-06-01T00:00:00.000,8.1,
1098,741035,375,Nitrogen dioxide (NO2),Mean,ppb,UHF34,202.0,Downtown - Heights - Slope,Summer 2021,2021-06-01T00:00:00.000,14.6,
1099,741092,375,Nitrogen dioxide (NO2),Mean,ppb,UHF34,408.0,Jamaica,Summer 2021,2021-06-01T00:00:00.000,10.8,
1100,743711,386,Ozone (O3),Mean,ppb,UHF42,209.0,Bensonhurst - Bay Ridge,Summer 2021,2021-06-01T00:00:00.000,30.4,
1101,743621,386,Ozone (O3),Mean,ppb,CD,305.0,East New York and Starrett City (CD5),Summer 2021,2021-06-01T00:00:00.000,31.3,
1102,743645,386,Ozone (O3),Mean,ppb,CD,105.0,Midtown (CD5),Summer 2021,2021-06-01T00:00:00.000,26.9,
1103,742154,365,Fine particles (PM 2.5),Mean,mcg/m3,Borough,3.0,Manhattan,Summer 2021,2021-06-01T00:00:00.000,9.4,
1104,742241,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,309.0,Union Square - Lower East Side,Summer 2021,2021-06-01T00:00:00.000,9.8,
1105,742190,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,203.0,Bedford Stuyvesant - Crown Heights,Summer 2021,2021-06-01T00:00:00.000,8.5,
1106,743600,386,Ozone (O3),Mean,ppb,CD,408.0,Hillcrest and Fresh Meadows (CD8),Summer 2021,2021-06-01T00:00:00.000,30.3,
1107,743665,386,Ozone (O3),Mean,ppb,UHF34,401.0,Long Island City - Astoria,Summer 2021,2021-06-01T00:00:00.000,29.2,
1108,743685,386,Ozone (O3),Mean,ppb,UHF42,504.0,South Beach - Tottenville,Summer 2021,2021-06-01T00:00:00.000,30.2,
1109,742550,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,411.0,Bayside and Little Neck (CD11),Summer 2021,2021-06-01T00:00:00.000,7.9,
1110,742286,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,504.0,South Beach - Tottenville,Summer 2021,2021-06-01T00:00:00.000,7.6,
1111,741146,375,Nitrogen dioxide (NO2),Mean,ppb,CD,108.0,Upper East Side (CD8),Summer 2021,2021-06-01T00:00:00.000,16.8,
1112,743690,386,Ozone (O3),Mean,ppb,UHF42,409.0,Southeast Queens,Summer 2021,2021-06-01T00:00:00.000,31.5,
1113,743702,386,Ozone (O3),Mean,ppb,UHF42,307.0,Gramercy Park - Murray Hill,Summer 2021,2021-06-01T00:00:00.000,26.9,
1114,742148,365,Fine particles (PM 2.5),Mean,mcg/m3,Borough,1.0,Bronx,Summer 2021,2021-06-01T00:00:00.000,8.6,
1115,742442,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,205.0,Fordham and University Heights (CD5),Summer 2021,2021-06-01T00:00:00.000,8.7,
1116,743697,386,Ozone (O3),Mean,ppb,UHF42,402.0,West Queens,Summer 2021,2021-06-01T00:00:00.000,29.2,
1117,742319,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF34,207.0,East Flatbush - Flatbush,Summer 2021,2021-06-01T00:00:00.000,8.3,
1118,741032,375,Nitrogen dioxide (NO2),Mean,ppb,UHF34,201.0,Greenpoint,Summer 2021,2021-06-01T00:00:00.000,17.2,
1119,742388,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF34,105106107.0,South Bronx,Summer 2021,2021-06-01T00:00:00.000,8.8,
1120,742418,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,109.0,Morningside Heights and Hamilton Heights (CD9),Summer 2021,2021-06-01T00:00:00.000,8.8,
1121,743591,386,Ozone (O3),Mean,ppb,CD,503.0,Tottenville and Great Kills (CD3),Summer 2021,2021-06-01T00:00:00.000,30.2,
1122,742307,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF34,203.0,Bedford Stuyvesant - Crown Heights,Summer 2021,2021-06-01T00:00:00.000,8.5,
1123,741134,375,Nitrogen dioxide (NO2),Mean,ppb,CD,104.0,Clinton and Chelsea (CD4),Summer 2021,2021-06-01T00:00:00.000,19.2,
1124,740918,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,202.0,Downtown - Heights - Slope,Summer 2021,2021-06-01T00:00:00.000,14.6,
1125,742208,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,209.0,Bensonhurst - Bay Ridge,Summer 2021,2021-06-01T00:00:00.000,8.3,
1126,742298,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF34,104.0,Pelham - Throgs Neck,Summer 2021,2021-06-01T00:00:00.000,8.5,
1127,743615,386,Ozone (O3),Mean,ppb,CD,311.0,Bensonhurst (CD11),Summer 2021,2021-06-01T00:00:00.000,31.2,
1128,742244,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,310.0,Lower Manhattan,Summer 2021,2021-06-01T00:00:00.000,9.6,
1129,743599,386,Ozone (O3),Mean,ppb,CD,409.0,Kew Gardens and Woodhaven (CD9),Summer 2021,2021-06-01T00:00:00.000,31.1,
1130,742322,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF34,208.0,Canarsie - Flatlands,Summer 2021,2021-06-01T00:00:00.000,8.0,
1131,740981,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,402.0,West Queens,Summer 2021,2021-06-01T00:00:00.000,14.7,
1132,743683,386,Ozone (O3),Mean,ppb,UHF34,102.0,Northeast Bronx,Summer 2021,2021-06-01T00:00:00.000,30.4,
1133,741290,375,Nitrogen dioxide (NO2),Mean,ppb,CD,414.0,Rockaway and Broad Channel (CD14),Summer 2021,2021-06-01T00:00:00.000,4.9,
1134,742460,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,211.0,Morris Park and Bronxdale (CD11),Summer 2021,2021-06-01T00:00:00.000,8.6,
1135,741137,375,Nitrogen dioxide (NO2),Mean,ppb,CD,105.0,Midtown (CD5),Summer 2021,2021-06-01T00:00:00.000,22.1,
1136,741209,375,Nitrogen dioxide (NO2),Mean,ppb,CD,305.0,East New York and Starrett City (CD5),Summer 2021,2021-06-01T00:00:00.000,10.4,
1137,740960,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,305.0,Upper East Side,Summer 2021,2021-06-01T00:00:00.000,16.7,
1138,743699,386,Ozone (O3),Mean,ppb,UHF42,310.0,Lower Manhattan,Summer 2021,2021-06-01T00:00:00.000,28.0,
1139,742559,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,414.0,Rockaway and Broad Channel (CD14),Summer 2021,2021-06-01T00:00:00.000,7.2,
1140,742271,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,409.0,Southeast Queens,Summer 2021,2021-06-01T00:00:00.000,7.7,
1141,742253,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,403.0,Flushing - Clearview,Summer 2021,2021-06-01T00:00:00.000,8.2,
1142,742565,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,502.0,South Beach and Willowbrook (CD2),Summer 2021,2021-06-01T00:00:00.000,7.9,
1143,743710,386,Ozone (O3),Mean,ppb,UHF42,210.0,Coney Island - Sheepshead Bay,Summer 2021,2021-06-01T00:00:00.000,32.0,
1144,741047,375,Nitrogen dioxide (NO2),Mean,ppb,UHF34,206.0,Borough Park,Summer 2021,2021-06-01T00:00:00.000,11.4,
1145,740966,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,307.0,Gramercy Park - Murray Hill,Summer 2021,2021-06-01T00:00:00.000,20.2,
1146,742262,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,406.0,Fresh Meadows,Summer 2021,2021-06-01T00:00:00.000,7.9,
1147,740897,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,102.0,Northeast Bronx,Summer 2021,2021-06-01T00:00:00.000,12.4,
1148,741059,375,Nitrogen dioxide (NO2),Mean,ppb,UHF34,210.0,Coney Island - Sheepshead Bay,Summer 2021,2021-06-01T00:00:00.000,8.5,
1149,742406,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,105.0,Midtown (CD5),Summer 2021,2021-06-01T00:00:00.000,10.9,
1150,742502,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,313.0,Coney Island (CD13),Summer 2021,2021-06-01T00:00:00.000,8.0,
1151,743714,386,Ozone (O3),Mean,ppb,UHF42,206.0,Borough Park,Summer 2021,2021-06-01T00:00:00.000,30.5,
1152,741296,375,Nitrogen dioxide (NO2),Mean,ppb,CD,502.0,South Beach and Willowbrook (CD2),Summer 2021,2021-06-01T00:00:00.000,8.1,
1153,741221,375,Nitrogen dioxide (NO2),Mean,ppb,CD,309.0,South Crown Heights and Lefferts Gardens (CD9),Summer 2021,2021-06-01T00:00:00.000,11.6,
1154,742520,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,401.0,Long Island City and Astoria (CD1),Summer 2021,2021-06-01T00:00:00.000,8.7,
1155,742469,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,302.0,Fort Greene and Brooklyn Heights (CD2),Summer 2021,2021-06-01T00:00:00.000,9.1,
1156,743627,386,Ozone (O3),Mean,ppb,CD,211.0,Morris Park and Bronxdale (CD11),Summer 2021,2021-06-01T00:00:00.000,30.3,
1157,742448,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,207.0,Kingsbridge Heights and Bedford (CD7),Summer 2021,2021-06-01T00:00:00.000,8.7,
1158,742160,365,Fine particles (PM 2.5),Mean,mcg/m3,Borough,5.0,Staten Island,Summer 2021,2021-06-01T00:00:00.000,7.9,
1159,743667,386,Ozone (O3),Mean,ppb,UHF34,303.0,East Harlem,Summer 2021,2021-06-01T00:00:00.000,28.4,
1160,740963,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,306.0,Chelsea - Clinton,Summer 2021,2021-06-01T00:00:00.000,20.2,
1161,740954,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,303.0,East Harlem,Summer 2021,2021-06-01T00:00:00.000,14.5,
1162,742427,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,112.0,Washington Heights and Inwood (CD12),Summer 2021,2021-06-01T00:00:00.000,8.8,
1163,742352,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF34,403.0,Flushing - Clearview,Summer 2021,2021-06-01T00:00:00.000,8.2,
1164,743638,386,Ozone (O3),Mean,ppb,CD,112.0,Washington Heights and Inwood (CD12),Summer 2021,2021-06-01T00:00:00.000,27.6,
1165,743640,386,Ozone (O3),Mean,ppb,CD,110.0,Central Harlem (CD10),Summer 2021,2021-06-01T00:00:00.000,28.6,
1166,742205,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,208.0,Canarsie - Flatlands,Summer 2021,2021-06-01T00:00:00.000,8.0,
1167,742493,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,310.0,Bay Ridge and Dyker Heights (CD10),Summer 2021,2021-06-01T00:00:00.000,8.5,
1168,742373,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF34,306308.0,Chelsea-Village,Summer 2021,2021-06-01T00:00:00.000,10.4,
1169,743626,386,Ozone (O3),Mean,ppb,CD,212.0,Williamsbridge and Baychester (CD12),Summer 2021,2021-06-01T00:00:00.000,30.3,
1170,741041,375,Nitrogen dioxide (NO2),Mean,ppb,UHF34,204.0,East New York,Summer 2021,2021-06-01T00:00:00.000,10.8,
1171,741155,375,Nitrogen dioxide (NO2),Mean,ppb,CD,111.0,East Harlem (CD11),Summer 2021,2021-06-01T00:00:00.000,14.5,
1172,742172,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,104.0,Pelham - Throgs Neck,Summer 2021,2021-06-01T00:00:00.000,8.5,
1173,742193,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,204.0,East New York,Summer 2021,2021-06-01T00:00:00.000,8.3,
1174,743666,386,Ozone (O3),Mean,ppb,UHF34,304.0,Upper West Side,Summer 2021,2021-06-01T00:00:00.000,27.8,
1175,743635,386,Ozone (O3),Mean,ppb,CD,203.0,Morrisania and Crotona (CD3),Summer 2021,2021-06-01T00:00:00.000,29.4,
1176,741251,375,Nitrogen dioxide (NO2),Mean,ppb,CD,401.0,Long Island City and Astoria (CD1),Summer 2021,2021-06-01T00:00:00.000,13.4,
1177,741170,375,Nitrogen dioxide (NO2),Mean,ppb,CD,204.0,Highbridge and Concourse (CD4),Summer 2021,2021-06-01T00:00:00.000,14.3,
1178,741131,375,Nitrogen dioxide (NO2),Mean,ppb,CD,103.0,Lower East Side and Chinatown (CD3),Summer 2021,2021-06-01T00:00:00.000,15.4,
1179,743628,386,Ozone (O3),Mean,ppb,CD,210.0,Throgs Neck and Co-op City (CD10),Summer 2021,2021-06-01T00:00:00.000,30.7,
1180,742541,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,408.0,Hillcrest and Fresh Meadows (CD8),Summer 2021,2021-06-01T00:00:00.000,7.9,
1181,743634,386,Ozone (O3),Mean,ppb,CD,204.0,Highbridge and Concourse (CD4),Summer 2021,2021-06-01T00:00:00.000,28.9,
1182,742184,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,201.0,Greenpoint,Summer 2021,2021-06-01T00:00:00.000,9.6,
1183,742163,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,101.0,Kingsbridge - Riverdale,Summer 2021,2021-06-01T00:00:00.000,8.7,
